English Word,Part of Speech,Odia Translation
" caution, reason, cause ", Noun , ବାଭାଙ୍‌ ଇତ୍‌ କେ 
 cautiously , Adverb ," ଚେଉର୍‌ ତେ, ଜାଗ୍ରାତେ "
 cave , Noun ," ୨/୧//୮. କାଲ୍‌ ଗୁମ୍ପା, ପାଣ୍‌ କି "
 caves , Noun , ପାଣ୍ଡୁକୁ 
" cement wall, boundary ", Noun , ପାରି ଗୋଡ଼ା 
 centipede , Noun , 6@Q 
 ceremony , Noun ," କାର୍ୟାମ୍‌, ପାଣ୍ଡପ୍‌ "
 certain day , Noun ," ପାଲାନ୍‌ ,ପାଲାମ୍‌ ରୋଜ୍‌ "
" certainly, positively ", Adverb , ନିଜାମେ 
 chaff , Noun , AIR ଜିନ୍‌ AR 
" chain, necklace ", Noun ," ନେଡେମ୍‌, ଗଲୁସୁ "
 chair , Noun , ଚୈକି 
 chalk , Noun , କୋଡି 
 chalk paddy(ten) , Noun , ପୁଟ୍ଚେନ୍‌ 
 Te , - , - 
 chameleon , Noun , ନେୟ୍‌ 
 chamomile , Noun , ବାନ୍ତି ପୁଙ୍ଗାର 
 change , Verb , GAGA AQ 
 IAI , Noun , ମାର୍ସାନାଦ୍‌ 
" channel, canal ", Noun , ଭଲ୍‌ କ୍‌ କା 
 chapel , Noun , ଏରପୁମ୍‌ 
 char , Verb , MAGIC 
 character , Noun , ବୁଦି 
 charcoal , Noun , ଞେର୍‌ କିନ୍‌ ମାସ୍‌ ବୁଗ୍‌ ଗା 
 chariot , Noun , ରାତାମ୍‌ 
 charity , Noun ," ଡାପ୍‌ କ୍‌ ନୁ ,ସାମାନ୍‌ ମେଲ୍‌ ତା ପାଡ଼ିୟ୍‌ ସେଙ୍ଗେ ଆୟେ ଭଦାନାଦ୍‌ "
 charming , Adjective , ମେଲ୍‌ ତା ମୋକ୍‌ କାମ୍‌  ` 
 chase , Verb , ୮. ଗେର୍ମି ପୟ୍‌ ସି ତାର୍‌ ରା 
 chatter box , Noun , ପିଚ୍‌ ag 
 chattering , Adjective , ପଚ୍‌ ଓଚ୍‌ ଆଦାନାଦ୍‌ 
 cheap , Adjective ," ତାକ୍‌ ଏାତେ,କାମ୍‌ ପାୟ୍‌ ସା ତେ "
 cheat , Noun , ବୁଷା 
 check , Noun , ବୁଗ୍‌ ଗା checking 
 Verb , 10. ମିନ୍ଦେ କି ACR ,
 ACAI ମେକ୍‌ କାନାଦ୍‌ ,,
 cheerful , Adjective ," Q6AR, AIG! "
 cheetah , Noun , କୁକାଲ୍‌ 
 chest , Noun , ଆଦାମ୍‌।ଗୁଣ୍ଡି 
 chewing , Verb , ନାମ୍‌ ଲାନାଦ୍‌ 
 chicken curry , Noun , କର୍‌ କୁଚିର୍‌ 
 chicken pox , Noun , ମେନ୍ଦୁଲ୍‌ ତା କୁରୁପ୍‌ JY କ୍‌ ତେଡ଼ତା 
 chide , ," ୮୮୮. ମାୟ୍‌ ତାନାଦ୍‌,ତେନ୍‌ ସ୍‌ "
 chief spirit , Noun , ପେନ୍‌ କାରା 
 child , Noun , ଚିନା ପିଲା 
 child to crawl , Intransitive verb , ପାଙ୍କାନାଦ୍‌ 
 chill , Noun , ଇଗାମ୍‌ 
 chilli- green , Noun , ପାକାୟା।ମିଡ଼ିୟାକ୍‌ 
 chilli powder , Noun ," କାରା ମ୍‌ ଗୁଣ୍ଡାଲ୍‌, ମିଡ଼ଡିୟା ଗୁଣ୍ଡାଲ୍‌ "
 chin , Noun , କାଡମ୍‌ 
 chisel , Noun , QR 
 choir , Noun , ପାଟା ପାରାନ୍‌ Se 
 choice , Noun , ନେଚାନାଦ୍‌ 
 cholera , Noun ," କାକ୍‌ କାନାଦ୍‌, ପୋର୍‌ ସାନାଦ୍‌ ନୁ ପେଲାନାଦ୍‌ "
 choose , ," [⁄/. ଏଞ୍ଚାଟ୍‌,ଏନ୍‌ ସାଟ୍‌ "
 chord , Noun , ଞେନ୍‌ ସାନ୍‌ ନାରେମ୍‌ 
 Christ , Noun ," ଜୀଶୁକିଙ୍କ୍‌ VAI ମେଲ୍‌ ତା ପେଦେର୍‌,ଗେଲ୍‌ ପିସାନୋଣ୍ତ "
 Christian , Noun , ଜୀଶୁନ୍‌ IG -ଦାର୍ମାମ୍‌ ନାମ୍‌ ମି ମାନ୍ଦାନୋର୍‌ 
 chronic disease , Noun , ମୁନ୍ନେଟ୍‌ କୁଞ୍ଜ୍‌ ମାନ୍ଦାନ୍‌ ରୋଗାମ୍‌ 
 church , Noun ," ଗୀର୍ଜା-ଗୁଡ଼ି,ଗଟ୍ଟାମ୍‌ "
 churn , Noun , ଗାୱାମ୍‌ ତେ ଇଦିଲିସାନାଦ୍‌ 
 churning staff , Noun ," GIGI ତେ,ସାର୍‌ GS ତେ ମେତାଙ୍ଗ୍‌ ଆତାନାଙ୍କ୍‌ AGA ପାନାଦ୍‌ "
" cicatrice, bruish ", Noun ," ଗାୟାମ୍‌ ALL ଏାଲ୍‌,ଚିନୋ "
 circle , Adjective , @Q 
 circumcision , Noun ," ଆଡୁକୋଲ୍୍‌, ସାୟ୍‌ ଇଲ୍‌ "
 citizen , Noun , ନିଜ ଦେଶେମ୍ ତ୍‌ ନାଟେନ୍‌ ନାରୂଣ୍ଡ 
 city , Noun ," କାଡ଼ିୟ୍‌, ନାହାର "
" clan,cast ", Noun , କୁଲାମ୍‌ 
 clapping , Transitive verb ," କାୟ୍‌ କ୍‌ ତାଲ୍‌ AIS, IE AIS "
 clash , Verb , ତାଗାଲାନାଦ୍‌ 
 class , Noun , କିଲାସ୍‌ 
 class mate , Noun ," ତୋଡ଼େ ସାଦ୍‌ ଓାନୋଣ୍ଟ, କାର୍‌ ଶ୍‌ ପାନୋନ୍‌ "
 clay , Noun , ବୁର୍ଦା HIN 
 clean , Adjective ," ଷେଡ଼୍‌ ତା, ନର୍ଦାନାଦ୍‌, ନାଲା ମାନ୍ତା,ଏଡ଼ି, "
 cleanliness , Noun , ସୁବ୍ାଙ୍ଗ୍‌ 
 cleanse , Verb , ନର୍‌ GIGI 
 clear , Noun ," ଓେଡିସାନାଦ୍‌ ଆଉା,ଞେଡ୍‌ ତା "
 clear answer , Adjective , ମେଲ୍‌ ତା ଟିକ୍‌ ଜାୱାବ୍‌ 
 clear water , Adjective , IQ GIG ଙ୍କ୍‌ ମିନ୍ଦେ 
 clever , Noun , ତେଲୁୱ: 
 cleverness , Noun , ଚାଲାକ୍‌ 
 climb , Verb , ତାରା 
 climb down , Noun , ଡିଗା 
 cling , AIG ପୋ ୟ୍‌ A ମାନ୍ଦାନାଦ୍‌ ,
 clock striking , Verb ," Ol@l CASA, IE ସାନାଦ୍‌ "
 close , Noun ," କେତ୍ତାନାଦ୍‌, ମୁଚାନାଦ୍‌ "
 closely         , Adverb         ," ଗାଟି ଦାଗେରେ,ମୟ ରେ "
 cloth           , Noun           , ସୀଲେ 
 cloth washing   , Noun           , ଗୁଡ଼ା ଉକୋମିନ୍ଦେଣ୍ଡ 
 cloud           , Noun           , ମେଗାମ୍‌ 
 cloudy day      , Adjective      ," AIQ ମେଗାମ୍‌ ପୟ୍‌ ଶ୍‌ Aaie ଆଶ୍‌ ମାନ୍ଦାନ୍‌ ରୋଜ୍‌, ଦିନ "
 cluster beans   , Noun           , ବର୍ଗଟି 
 clusters        , Adjective      , BQ ଗୁଚେଲ୍‌ 
 operation       , Noun           , କାଲିୟ୍‌ CAMA ମାନ୍ଦାନାଦ୍‌ 
 coagulate       , Verb           , ଆଣ୍ଟି ମାନ୍ଦାନାଦ୍‌ 
 coal            , Noun           ," ୧୨/୦/୮୮. ବୁଗୁ, ବୋଗି "
 coarse rice     , Adjective      , MIG Gail 
 cock            , Noun           ," NEA, GCE "
 cock bird       , Noun           , କର 
 cock crows      , Noun           , କକରେଟ AE କୁସିତା କର୍କ୍‌ 
 cock's comb     , Noun           ," କୂକଡ୍‌,କୂକୂର୍‌ = "
 cockroach       , Noun           ," ବାର୍ଦେଁ ପୃଡି,ଦୁ୍‌ a "
 coconut         , Noun           ," ଗବେର୍‌ କାୟା,ନାଡେଲ୍‌ "
 coconut oil     , Noun           ," ଗବେର୍ନୀୟ,ନାଡେଲ୍‌ ନୀୟ୍‌ "
 coconut scrapper, Noun           , ଗବେର୍‌ ବାଦା SR କୀଶ୍‌ କାନାଦ୍‌ 
 coconut tree    , Noun           , ଗବେର୍‌ ମାଡ଼ା 
 coins           , Noun           , ଚିଲାର୍‌ ପାଇସା 
 coir            , Noun           , ଗବେର୍‌ ଟଟେ 
 coke            , Noun           , AQ ତା ମାସ୍‌ ବୁଗ୍‌ all 
 cold            , Verb           , ଆଲାଙ୍ଗ 
 come out , Verb ," ଆସମିନ୍ଦେ, ଜାର୍ଗାନାଦ୍‌, ନାଢ଼ୂଦାନାଦ୍‌ "
 come round , Verb , ତୋପାନାଦ୍‌ 
 RAGE) AQ Aleiaig , N/A , N/A 
 come soon , Adverb ," ଗାବା ଗାବା ଓାରା, ରିପ MIF ଓାରା, ସିଟ୍‌ alg gia "
 come up , Verb ," ତଲ୍‌ କ୍‌ ଆଡାକ୍‌ AIR AGE ଭା, ଉୟ୍‌ ତା "
 come upon , Verb ," ସାଟ୍‌ କେ ଦର୍କାନାଦ୍‌, ଏଓାଡ଼୍‌ ସାନାଦ୍‌ "
 come , Verb ," ରା, ଓାସରେ ମିନ୍ଦେ "
 comedian , Noun , AGA ନାଟ୍‌ କାମ୍‌ ତୋପିସାନୋଣ୍ଡ 
 comes , Verb , ଓାଦାନୋର୍‌ 
 comet , Noun ," ତଙ୍କା, ତକ୍‌, ମାନ୍ଦାନ୍‌ ଉକ୍‌ କା "
 comfort , Noun , ସାମାତ୍‌ 
 coming month , Adjective , ତୋନ୍ଦାଲେଞା୍‌ 
 command , Verb ," ଆଦିକାରାମ୍‌ ତେ AIG! ଞ୍ଭଢ଼ୁସାନାଦ୍‌, କେଭାନାଦ୍‌ "
 commandment , Noun , ପାରାମେଶ୍ବାର୍‌ କେଢ଼ିଭା ମାଟ୍ଟା 
 committee , Noun , ସାଙ୍ଗାମ୍‌ 
 common kite , Noun , 6@Q ୟା 
 common place , Noun , JAR ବୂମ୍‌ 
 communicable disease , Noun , ତୁଲାନ୍‌ ରୋଗାମ୍‌ 
 company , Noun , @@ ald ge ମାନ୍ଦାନାଦ୍‌ 
 compelled , Verb , QQ ମିଲି 
 competition , Noun ," ପାନ୍ଦେ, ପୋଟ୍‌ ଟି "
 complain , Verb , କେସ୍‌ ତୁଙ୍ଗା -ଓାଟ୍ଟା 
 AY , Noun , ଇଣ୍ଡ ପୋର୍ରେ ଉଣ୍ଡ 
 Port , Noun , ପୋର୍ରେ ଇଣ୍ଟ 
 Complaint , Noun , ତାପ୍‌ ପୁ - ମାଟା 
 Male , Noun , ତେ ମାଲ୍‌ ଓରୋୌନ୍‌ କିଙ୍କ୍‌ 
 CAA , Noun , ଓରୋଦାମ୍‌ ତେ ମାଟା କେତାନାଦ୍‌ 
 Complete-burnt , Adjective , ଆକାର୍‌ aga ଆତ୍‌ 
 Complex , Noun ," କାଷ୍ଠାମ୍‌ ,ତିପ୍‌ ପାଲ୍‌ "
 Complexion , Noun ," ଆଣ୍‌ ସାଲ୍‌,ଆମ୍‌ ରୋ "
 Compulsory , Adjective , IQ ମିଲ୍‌ ଲି 
 Compunction , Noun , ଭସୁର୍‌ ଜୀୱାମ୍‌ ତ୍‌ ଆଲ୍‌ ପ୍‌ 
 Comrade , Noun ," AIG, ela "
 Conceal , Verb ," ମିଢାନାଦ୍‌, ଇର୍ତାନାଦ୍‌ "
 Conceive , Verb , ଡକ୍‌ କାତ୍‌ ମିନ୍ଦେ 
 Concubine , Noun , GEM ମୁଭେ 
 Condemn , Verb , ତେନ୍‌ ଶ୍‌ କାନାଦ୍ରେନ୍‌ ଶ୍‌ କାନାଦ୍‌ 
 Condemnation , Noun ," BER, AS, AE ଇଞ୍ଜେୋ କେତଉ୍ତାନାଦ୍‌ "
 Conduct , Noun , ବୁଦି 
 Confess , Verb , ଅପାନାଦ୍‌ 
 Confession , Noun ," ପାପାମ୍‌ ASQ ଅପ୍‌ ଗିଞ୍ଜାନାଦ୍‌, ତାପ୍‌ ପୁ qa ଜି Geaicig "
 Confident , Adjective , F@l¢] ନାମ୍‌ କାମ୍‌ ` 
 Conflict , Noun ," ଓେରେ ଞେରେ ,ରେକ୍‌ କା ରେକ୍‌ କା ଗଟ୍ଟି "
 Confront , Verb , ଏଦୁରେ ନିଲ୍‌ ଶି ବିରୋଦା ପାଡ଼ିୟ୍‌ ମାଡ଼ାନାଦ୍‌ 
 Confuse , Verb , ଅର୍ରାଗା ଆଲ୍‌ ପ୍‌ 
 illa , Verb , ଆଦାନାଦ୍‌ 
 confusing , Verb , ଜାଳିସା ଦେଇବା 
 gi6 , Unknown , ଗୀତ 
 fifi , Unknown , ଫିଫି 
 ar , Unknown , ଆର୍ 
 aigifia , Unknown , ଏକ ପରିବାର 
 aq , Unknown , ଅଲ୍ପ 
 Ale , Unknown , ଅଲେ 
 confusion , Noun , ବ୍ରହ୍ମାଣ୍ଡ 
 ମୀଭାନାଦ୍‌ , Unknown , ମୀଭାନାଦ୍‌ 
 congratulations , Noun , ଅଭିନନ୍ଦନ 
 କାୟ୍ , Unknown , କାୟ୍ 
 କ୍ , Unknown , କ୍ 
 ମୋଡ଼ , Unknown , ମୋଡ଼ 
 କି , Unknown , କି 
 ନାମାସ୍ , Unknown , ନାମାସ୍ 
 କାରାମ୍ , Unknown , କାରାମ୍ 
 ମାଡ଼ାନାଦ୍‌ , Noun , ଅନନୁମାନିତ ଅନୁଭାବ 
 conjunctivitis , Noun , ଆଖୀ ପକ୍ଷିପାତ 
 ତାନ୍ , Unknown , ତାନ୍ 
 ରୋଗାମ୍‌ , Unknown , ରୋଗାମ୍‌ 
 Connection , Noun , ସଂଯୋଗ 
 କାଲିୟାନାଦ୍‌ , Unknown , କାଲିୟାଣ 
 ପାନାଦ୍‌ , Unknown , ପାନାଦ୍‌ 
 ଜୋଡ଼୍‌ , Unknown , ଜୋଡ଼୍‌ 
 conscience , Noun , ସାନ୍ତବାନ୍ତର 
 ଆଲ୍ , Unknown , ଆଲ୍ 
 ସି , Unknown , ସି 
 ମେଲ୍‌ , Unknown , ମେଳ୍‌ 
 ତା , Unknown , ତା 
 ମାନ୍ଦାନାଦ୍‌ , Noun , ମାନସିକ ସ୍ବାସ୍ଥ୍ୟ 
 conscious , Adjective , ସ୍ବାବହାରିକ 
 cara , Unknown , ଚାରି 
" consider, think ", Verb , ବିଚାର 
 constipation , Noun , କଷ୍ଟପିପାସା 
 ଦୋଡ଼ା , Unknown , ଦୋଡ଼ା 
 କୁଣ୍ଡେ , Unknown , କୁଣ୍ଡେ 
 construction , Noun , ନିର୍ମାଣ 
 ତେୟାର୍ , Unknown , ତେୟାର୍ 
 ମାଡ଼ାନାଦ୍‌ , Unknown , ଅନନୁମାନିତ ଅନୁଭାବ 
 ତେତାନାଦ୍‌ , Unknown , ନାଟକ 
 ତୁ , Unknown , ତୁ 
 ଙ୍ଗାନା , Unknown , ଦୂର 
 constructive , Adjective , ନିର୍ମାଧିକାରକ 
 ମାଡ଼ାନାଦ୍‌ , Noun , ଅନନୁମାନିତ ଅନୁଭାବ 
 consumption , Noun , ଉପଭୋଗ 
 ଟିବି , Unknown , ଟିବି 
 ରୋଗାମ୍‌ , Unknown , ରୋଗାମ୍‌ 
 ତ୍ , Unknown , ତ୍ 
 contemplation , Noun , ଆଲୋଚନା 
 content , Noun , ସାମଗ୍ର୍ହ 
 ମାନ୍ଦାନ୍‌ , Unknown , ମାନ୍ଦାନ୍‌ 
 ମାଟ୍ଟାତ୍‌ , Unknown , ପର୍ବତ ପ୍ରଦେଶ 
 ମୁକ୍ୟା , Unknown , ମୁଖ୍ୟ 
 ଓିଷୟାମ୍‌ , Unknown , ବିଷୟାମ୍‌ 
 contentment , Noun , ସନ୍ତୋଷ 
 ସାନ୍ତୋଷାମ୍‌ , Unknown , ସଂତୋଷ 
 ସାଦା , Unknown , ସଦା 
 ସୁ , Unknown , ସୁ 
 ମାର୍‌ , Unknown , ମାର୍‌ 
 aia , Unknown , ଆଇଆ 
 ar , Unknown , ଆର୍ 
 କାମ୍ , Unknown , କାମ୍ 
 continually , Adverb , ଅବିରତ 
 @@ , Unknown , ପ୍ରତି ସମୟ 
 OG , Unknown , ଓଡିଶା ଗଣ୍ଡି 
 ବାଣ୍ଡି ଆଞ୍ଜୋ , Unknown , ଅରଗଳା ଲୋକ 
 acl , Unknown , ଏସିଏଲ୍ 
 aim , Unknown , ଏଆଇଏମ୍ 
 air , Unknown , ବାୟ
 continued fever , Noun , ଅର୍ରୋଟ୍‌ 
 narka , Noun , ପାୟାଲ୍‌ ମାନ୍ଦାନ୍‌ IER 
 contract , Verb , ସାଇକ୍ର୍ତା କରିବା 
 contractor , Noun , କନ୍ଟ୍ରାକ୍ଟୋର୍‌ 
 contradict , Verb , ବିରୋଧ କରିବା 
 control , Noun , ନିୟନ୍ତ୍ରଣ 
 conveniently , Adverb , ସୁବିଧାଜନକ 
 coo birds sing , Verb , କୁକୁ ଗୀତ ଗାୟ 
 cook , Noun , ରସୋଇ 
 cooking , Verb , ରସୋଇ କରିବା 
 cooking pot , Noun , ରସୋଇ ପାତ୍ର 
 cool water , Noun , ଠଣ୍ଡା ପାଣି 
 coolie , Noun , କୁଲି 
 co-ordination , Noun , ସହଯୋଗ 
 copious rainfall , Adjective , ବହୁ ବର୍ଷାର ବରଫ 
 coppersmith , Noun , ତମ୍ର ବ୍ୟାଜକ 
 copy , Noun , ପ୍ରତିଲିପି 
 cord , Noun , ରସୀଡ଼ି 
 coriander leaf , Noun , ଧନିଆ ପାତା 
 coriander seed , Noun , ଧନିଆ ବିଜ 
,,
 penk , Noun ," ଜନ୍‌ ନା ,ଜାନ୍‌ ନା "
 pentak , Noun ," ଆାୟା,ଡେଡ଼ା "
 corner , Noun , ମୂଲା 
 corner stone , Noun ," ମୁଲା କାଲ୍‌, ପାଣ୍ଡ "
 corps , Noun , ସୈନୁକ୍‌ ES 
 corpse , Noun , ପିନୁମ୍‌ 
 correct , Verb ," ସାରି,ଟୀକ୍‌,ନିଜାମ୍‌ "
 correction , Verb , ଟୀକ୍‌ ତୁଙ୍ଗା 
 corruption , Adjective ," ଲାଞ୍ଚାମ୍‌,ତାପ୍‌ "
" aiga, or me ", Noun , ଡ଼ାବ୍‌ ଗିର କାନାଦ୍‌ 
 corset bodies , Noun , ale 
 cost , Verb ," ଦାମ୍‌,ରେଟ୍‌ "
 cot , Noun , କାଟୁଲ୍‌ 
 cotton , Noun ," ଦୁଦ୍‌, ତୂତୁଲ୍‌, alg ମାଡ଼ା "
 cotton tree , Noun ," ପାରୁପ୍‌ ପୁ ମାଡ଼ା,ଦୂଦ୍‌ ମାରା "
 cough , Verb , ଡ଼ାଗାନାଦ୍‌ 
 counsellor , Noun , ସାୟା ମାଟ୍ଟା ଭଦାନୋଣ୍ଡ 
" count, calculate ", Verb , ଲେକାଟ 
 couple , Noun , USQee 
 courage , Noun , ଦାୟାଙ୍ଗ୍‌ 
 course , Noun ," ଆନ୍ଦାନାକ୍‌ ଆର୍‌,ନାଡ଼ୂଦାନ୍‌ ଆର୍‌ "
 court , Noun , କୋର୍ଟ 
 courtesy , Noun , ଲୋନ୍‌ ଓାଦାନର୍‌ କିଙ୍୍‌ ସାୟା ପ୍ରେମାତେ ଉଡ଼ାନାଦ୍‌ 
 courtyard , Noun ," ଏହେଶ୍ଟା,ଆ ୍ଗାଡ଼୍‌ "
 covenant , Noun , ଇର୍‌ ସିର୍‌ ଲୋପେ ମାନ୍ଦାନ୍‌ ମାଟ୍ଟା କାଗାଜ୍‌ 
 ସୀଟ୍‌ , Noun , ରାଶି ମାନ୍ଦାନାଦ୍‌ 
 cover , Verb ," ମୁଚଢାନାଦ୍‌ ,କାପଡ୍‌ "
" cover of vessel,cover-pot ", Noun , ସିପେ।ମୁନ୍ତା 
 cow dung , Noun , ପେଣ୍ଠ AE 
 cow dunk cake , Noun , ଗୋମେରା 
 cow herd , Noun ," ଗଡ଼୍‌ କ୍‌ ବାକ୍‌ କା, ମେତାନୋଣ୍ଡ "
 cow lows , Noun ," ଗୋଡ଼କି ଭା ଭା, ଇଞ୍ଜେ କେୟିତା "
 cow milk , Noun , AE Alm 
" COW,COWS ", Noun ," AE ,ବାକ୍‌,ଗଡ୍‌ କ୍‌,ବାକ୍‌ କା "
 coward , Noun , GF ସାଣ୍ତ 
 cowardice , Noun , ସେର୍ଦାନୋନ୍‌ 
 cowardly , Adjective , ବାୟାଲ୍‌ 
 cowherd , Noun , ଗଲାଲ୍‌ 
 cowshed , Noun , ଡ଼ଡ୍‌-କଟ୍ରାମ୍‌ 
 ୦୮୩୬ , Noun , ଏଟି 
" crack, fissure ", Verb , କାଲ୍‌ GQ ତା 
 cracks , Noun , ଟାପାକାୟା 
 craftiness , Noun , ବଲିସାନାଦ୍‌ 
 crane , Noun , ଗାଣ୍ଡି କଙ୍ଗା 
 craving , Noun ," ନାର୍ଗେ ଇଷ୍ଟାମ୍‌, ମାଡ଼ାନାଦ୍‌ "
" crawl, creep ", Intransitive verb ," ଆକୋମିନ୍ଦେ(ପେଭେ), ala ମିନ୍ଦେ "
" crawling, crooked ", Verb , @@ ଓାଙ୍କ ଆନ୍‌ ଜ ମିନ୍ଦେ 
 create , Verb ," ତାୟାର୍‌ ତୁଙ୍ଗା,ମାଡ଼ା "
 creator , Noun ," ଦେହୁନ, ବାଗାୱାନ୍‌,ଦେ "
 credit , Noun , ଗୁଢୃପ୍‌ ତା ଡ଼ାବ୍‌ କଞ୍ଚା 
 कार्स , Noun , ମାଡ଼ାନାଦ୍‌ 
 creditor , Noun , ବାକି ଭଦାନୋଣୁଡ 
 creep through , Verb , ଗେବା 
 creeper , Noun ," ଟଣ୍ଡ, ଏଟ୍‌ "
 cremation , Noun , ପଡ଼୍‌ ସୀଦାନାଦ୍‌ 
 crest , Noun , କୋର୍‌ ପୂୃର୍ଗାର୍‌ 
 cried , Verb , ଆଙ୍ଗ୍‌ ଲିଭୋନ୍‌ 
 cries out , Noun , କେୟ୍‌ କେୟ୍‌ 
 critical situation , Adjective , କାଷ୍ଟାମ୍‌ ତ୍‌ ତିପ୍‌ ପାଲ୍‌ 
 criticize , Verb , ତାପ୍‌ ପୁ ତୋପ୍‌ ପିସାନାଦ୍‌ 
 crocodile , Noun , ଆର 
 crop , Noun , କଞ୍ଚା 
" crops,green gram ", Noun , ପେସିଲି 
 Cross , Noun , ଆଡ଼ାମ୍‌ 
 Cross , Adposition , ଡାଣ ନାଦ୍‌ 
 cross beam , Noun ," ପାଟା, ବାଲା "
 cross road , Noun ," ଆର୍‌, ପକ୍‌ କା ଆର୍‌ "
 crow , Noun ," କାରାଗୁଟ୍, କାକାଡ଼, କାକାର୍‌ "
 crow caws , Noun , କାକା କେୟିତା 
 crowbar , Noun , ଗୁନ୍‌ ପାଲ୍‌ ଗାଡ଼୍‌ ପାରାମ୍‌ 
 crowd , Noun , ମୁଲ୍‌ 
 crown , Noun , କିରିଡ଼ାମ୍‌-ମୁକୁଟ୍‌ 
 crown of gold , Noun , ଆୟ୍‌ ଭାରତୀ 
 crows-fight , Noun , କୋର୍‌ ପାନ୍ତେ 
 crucify , Verb , କୁରୁଶ୍‌ ତା AG Ag 
 କାନାଦ୍‌ ,  , 
 cruel , Adjective , ଗାଟି କାଷ୍ଟୀମ୍‌ 
 cruelty , Noun , ଞେର୍‌ ଅର୍ତୁଣ୍ଠ SE a SAIN ଭଦାନାଦ୍‌ 
" crush,rub ", Verb , ରାକାନାଦ୍‌ 
 crutches of pillar , Noun , ଗୁଞ୍ଜୋ ପାଙ୍ଗାଲ୍‌ 
 crutches on the tree , Noun , କମ୍‌ ମା ପାଙ୍ଗାଲ୍‌ 
