English Word,Part of Speech,Odia Translation
 chord        , Noun           , ଞେନ୍‌ ସାନ୍‌ ନାରେମ୍‌ 
 Christ       , Noun           , ଜୀଶୁକିଙ୍କ୍‌ VAI 
 Christian    , Noun           , ଜୀଶୁନ୍‌ -ଦାର୍ମାମ୍‌ ନାମ୍‌ ମାନ୍ଦାନୋର୍‌ 
 chronic disease, Noun         , ମୁନ୍ନେଟ୍‌ କୁଞ୍ଜ୍‌ ମାନ୍ଦାନ୍‌ ରୋଗାମ୍‌ 
 church       , Noun           ," ଗୀର୍ଜା-ଗୁଡ଼ି,ଗଟ୍ଟାମ୍‌ "
 churn        , Noun           , ଗାୱାମ୍‌ ତେ ଇଦିଲିସାନାଦ୍‌ 
 churning staff, Noun          ," GIGI ତେ, ସାର୍‌ GS ତେ ମେତାଙ୍ଗ୍‌ ଆତାନାଙ୍କ୍‌ AGA ପାନାଦ୍‌ "
" cicatrice,brush", Noun        ," ଗାୟାମ୍‌ ALL ଏାଲ୍‌,ଚିନୋ   "
,,
 circle             , Adjective         , ଅରୋଟ୍‌            
 circumcision       , Noun              ," ଆଡୁକୋଲ୍‌, ସାୟ୍‌ ଇଲ୍‌      "
 citizen            , Noun              , ନିଜ ଦେଶେମ୍ ତ୍‌         
 city               , Noun              ," କାଡ଼ିୟ୍‌, ନାହାର          "
" clan, cast         ", Noun              , କୁଲାମ୍‌           
 clapping           , Transitive verb  ," କାୟ୍‌ ତାଲ୍‌ ARI, GI ସାନାଦ୍‌ "
 clash              , Verb              , ତାଗାଲାନାଦ୍‌         
 class              , Noun              , କିଲାସ୍‌           
 classmate          , Noun              ," ତୋଡ଼େ ସାଦ୍‌, ଓାନୋଣ୍ଟ, କାର୍‌ ଶ୍‌ ପାନୋନ୍‌ "
 clay               , Noun              , ବୁର୍ଦା HIN        
 clean              , Adjective         ," ତା, ନର୍ଦାନାଦ୍‌, ନାଲା ମାନ୍ତା, ଏଡ଼ି "
 cleanliness        , Noun              , ସୁବ୍ାଙ୍ଗ୍‌          
 cleanse            , Verb              , ନର୍‌ GIGI         
 clear              , Noun              , ଓେଡିସାନାଦ୍‌       
 clear answer       , Adjective         ," ମେଲ୍‌ ତା, ଟିକ୍‌ ଜାୱାବ୍‌  "
 clear water        , Adjective         , ଙ୍କ୍‌ ମିନ୍ଦେ        
 clever             , Noun              ," 6EQG, ତେଲୁୱ:     "
 cleverness         , Noun              , ଚାଲାକ୍‌          
 climb              , Verb              , ତାରା             
 climb down         , Noun              , ଡିଗା             
 cling              , Verb              ," AIG ପୋ ୟ୍‌ ସ୍‌, ମାନ୍ଦାନାଦ୍‌ "
 clock striking     , Verb              ," CASA, IE ସାନାଦ୍‌ "
 close              , Noun              ," କେତ୍ତାନାଦ୍‌, ମୁଚାନାଦ୍‌ "
 closely , Adverb ," ଗାଟି ଦାଗେରେ,ମୟ ରେ "
 cloth , Noun , ସୀଲେ 
 cloth washing , Noun , ଗୁଡ଼ା ଉକୋମିନ୍ଦେଣ୍ଡ 
 cloud , Noun , ମେଗାମ୍‌ 
 cloudy day , Adjective ," ମେଗାମ୍‌ ପୟ୍‌ ଶ୍‌ Aaie ଆଶ୍‌ ମାନ୍ଦାନ୍‌ ରୋଜ୍‌, ଦିନ "
 cluster beans , Noun , ବର୍ଗଟି 
 clusters , Adjective , ଗୁଚେଲ୍‌ 
 co-operation , Noun , ମାନ୍ଦାନାଦ୍‌ 
 coagulate , Verb , ଆଣ୍ଟି ମାନ୍ଦାନାଦ୍‌ 
 coal , Noun ," ବୁଗୁ, ବୋଗି "
 coarse rice , Adjective , MIG Gail 
 cock , Noun ," ଗକର୍‌, ଗଗଡ଼୍‌, NEA, GCE "
 cock bird , Noun , କର 
 cock crows , Noun , କକରେଟ AE 
 cock's comb , Noun ," କୂକଡ୍‌, କୂକୂର୍‌ "
 cockroach , Noun ," ପୃତି, ଦୁମ୍ବି, ବାର୍ଦେଁ ପୃଡି, ଦୁ୍‌ a "
 coconut , Noun ," ଗବେର୍‌, କାୟା, ନାଡେଲ୍‌ "
 coconut oil , Noun ," ଗବେର୍ନୀୟ, ନାଡେଲ୍‌, ନୀୟ୍‌ "
 coconut scrapper , Noun , ଗବେର୍‌ ବାଦା SR କୀଶ୍‌ କାନାଦ୍‌ 
 coconut tree , Noun , ଗବେର୍‌ ମାଡ଼ା 
 coins , Noun , ଚିଲାର୍‌ ପାଇସା 
 coir , Noun , ଗବେର୍‌ ଟଟେ 
 coke , Noun ," ତା ମାସ୍‌ ବୁଗ୍‌, AQ "
 cold , Verb , ଆଲାଙ୍ଗ 
 cold , Noun ," ଶାଲ୍‌, ପାନ୍‌, ସେମ୍‌ "
 colic pain , Noun , ଡକା ନପ୍‌ 
 collapse , Verb ," ଜୋକା, ଏରାନାଦ୍‌, ଉଚିଦାନାଦ୍‌ "
 colleague , Noun ," ତୋଡ଼େ କାର୍‌ ସ୍‌, ପାନୋର୍‌, ପାଡ଼ିୟ୍‌ ମାଡ଼ାନୋର୍‌ "
 collect , Verb ," ଗୁଡ଼ୁ୍‌, ସ୍ବାନାଦ୍‌, ଜଡ଼୍‌ପାନାଦ୍‌ "
 collection , Adjective ," ପାୟ୍‌ ଶା ଆକ୍‌, ତାନାଦ୍‌, ଆଡ଼୍‌ ଭାନାଦ୍‌ ,ଉସୁଲ୍‌ "
 collectively , Adverb ," କାଲିୟି, କାୟ୍‌, ଲ "
 collyrium , Noun ," କଣା ରେପା, MA AI GHIA, କାଟ୍‌ କି "
 colony , Noun , ଗୁଡେମ୍‌ 
 colour , Noun , ରାଙ୍ଗ୍‌ 
 colouring , Verb , AI ଏାଡ଼ସାନାଦ୍‌ 
 colt , Noun , ପୋତ୍‌ GIG ଦେ ପିଲା 
 comb , Noun ," ପାଡ଼ିୟାମ୍‌, ପାଡ଼ିୟାକ୍‌, ଦୁଗାଏଲ ଆସାଇ, ଆସ, ଞେମ୍‌, ଭସୋଡ଼୍‌ "
 comb hair , Adjective , ଆଲ୍‌ ତା ଜାଡ଼ା 
 come , Noun ," ଡ଼ା, ରା "
 come about , Verb ," ଜାର୍ଗାନାଦ୍‌, ନାଡୃଦାନାଦ୍‌, ଆସମିନ୍ଦେ "
 come across , Verb ," ଓଷାୟାମ୍‌, ପ୍ରାକାରାମ୍‌ କାଲିୟାନାଦ୍‌ "
 come by/find , Verb , ପାଇବା 
 come down , Verb ," ରେଟ୍‌ କାମ୍‌ ମି, ଆଦାନାଦ୍, କଦିଗ୍‌ SIE GI, ଆଦା"
 come , Verb , ଆସିବା 
 comedian , Noun , ନାଟକ କଳାକାର 
 comfort , Noun , ସୁବିଧା 
 coming month , Adjective , ଆସୁଛି ମାସ 
 command , Verb , ଆଦେଶ ଦେବା 
 commandment , Noun , ଆଦେଶ 
 committee , Noun , ସମିତି 
 common kite , Noun , ସାଧାରଣ ପତଂଗ 
 common place , Noun , ସାଧାରଣ ସ୍ଥାନ 
 communicable disease , Noun , ଶାରୀରିକ ରୋଗ 
 competition , Noun , ପାରିଶ୍ରମିକ ପ୍ରତିଯୋଗୀ 
 complain , Verb , ଅସ୍ତ୍ରାଣ୍ତ ପ୍ରତିବାଦ କରିବା 
 come out , Verb , ବାହାର ଆସିବା 
 come round , Verb , ଉପଚାର କରିବା 
 come soon , Adverb , ସେଠାରେ ଆସିବା 
 come up , Verb , ଉପରେ ଆସିବା 
 come upon , Verb , ପାଇଁ ଯାଇଥିବା 
 comet , Noun , ଧମାକା ତାରା 
 compelled , Verb , ବାଧା ପାଇଁ 
 company , Noun , ସଂସ୍ଥା 
 QB , Noun , କ୍ୟୁ.ବୀ. 
 according to , Preposition , ଅନୁସାରେ 
 accordingly , Adverb , ଆଦିଙ୍କ୍‌ଲେକେ 
 a , Adjective&Article , ଅରୋଟ୍‌ 
 and , Conjunction , ଏବଂ 
 burnt , Adjective , ଦହନାଗରିତ 
 complaint , Noun , ତାପ୍‌ ପୁ - ମାଟା 
 complete , Adjective , ପୂର୍ଣ୍ଣ 
 complexion , Noun ," ସାଲ୍‌, ଆମ୍‌ ରୋ "
 compulsory , Adjective , ବାଧାତ୍ମକ 
 conduct , Noun , ବ୍ୟବହାର 
 confident , Adjective , ଆତ୍ମବିଶ୍ବାସ 
 conflict , Noun , ଦ୍ୱନ୍ଦ 
 confront , Verb , ମୁଖାମୁଖି 
 confuse , Verb , ଗଡ଼ଗଡ଼ାଇବା 
 comrade , Noun , ସଙ୍ଘୀ 
 conceal , Verb , ଲୁଚାଇବା 
 conceive , Verb , ସୃଷ୍ଟି କରିବା 
 concubine , Noun , ଧୀରେଇ 
 condemn , Verb , ଦଂଡିତ କରିବା 
 condemnation , Noun , ଦଂଡ 
 confession , Noun , ଅସ୍ବୀକାର 
 confused , Adjective , ଗଡ଼ଗଡ଼ାଇଥିବା 
 Confusing    , Verb           , ଆଦାନାଦ୍‌          
 Confusion    , Noun           , ଅବିବକ୍ତି         
 Congratulation , Noun         , ଅଭିନନ୍ଦନ         
 Conjunctivitis , Noun         , ଆଖୀ ଆଘାତ          
 Connection   , Noun           , ସଂଯୋଗ            
 Conscience   , Noun           , ସମ୍ବିଧାନସ୍ଥିତି    
 Conscious    , Adjective      , ସମ୍ବୁଦ୍ଧ          
 Consider     , Verb           , ବିଚାରକୁ ନିର୍ବଚନା 
 Constipation , Noun           , କୋଷ୍ଠ ବନ୍ଦି         
 Construction , Noun           , ନିର୍ମାଣ           
 Constructive , Adjective      , ନିର୍ମାଣାତ୍ମକ       
 Consumption  , Noun           , ଖାଦ୍ୟ ଗ୍ରହଣ         
 Contemplation , Noun          , ଚିନ୍ତା            
 Content      , Noun           , ବିଷୟାରେ ଜାଣନ୍ତୁ   
 Contentment  , Noun           , ସନ୍ତୋଷାମୃତ        
 Continually  , Adverb         , ଦିନରେ ଦିନ        
 a , Adjective&Article , ଅରୋଟ୍‌ 
 accordingly , Adverb , ଆଦିଙ୍କ୍‌ ଲେକେ 
 continued fever , Noun , ନାର୍କା 
 payal , Noun , ପାୟାଲ୍‌ 
 mandan , Noun , ମାନ୍ଦାନ୍‌ 
 contract , Verb , ସମ୍ମତି କରନ୍ତୁ 
 contractor , Noun , ଟିକାଦାରି 
 contradict , Verb , ବିରୋଧ କରନ୍ତୁ 
 control , Noun , ନିଯୋଜନ 
 conveniently , Adverb , ସୁବିଧାଜନକ 
 coo birds sing , Verb , କୋଇଲାଟି ଗୀତ ଗାୟ 
 cook , Noun , ଆଟ୍‌ 
 cook the curry , Verb , ମସାଲା ଆଟି କୁହାନ୍ତୁ 
 cook the rice , Verb , ଚାଉଳ ଆଟି ଉପରେ ଆଧା ଘଣ୍ଟା ପକାନ୍ତୁ 
 cooking , Noun , ରନ୍ଧନ 
 Asia , Noun , ଆସିଆ 
 cooking pot , Noun , ପାତ୍ର 
 cool , Adjective , ଶୀତଳ 
 cool water , Noun , ଜଳ ଠଣ୍ଡା 
 coolie , Noun , କୂଳି 
 coop , Noun , ଛୋଟ ମଛିର ଘର 
 co-ordination , Noun , ସମନ୍ବୟ 
 copious rainfall , Adjective , ଭରିପୂର୍ଣ ବରଷା 
 coppersmith , Noun , ତାମ୍ର କାରିଗର 
 copy , Noun , କପି 
 cord , Noun , କୋର୍ଡ 
 coriander leaf , Noun , ଧନିଆ ପତ୍ର 
 coriander seed , Noun , ଧନିଆ ବିଜା 
 com          , Noun           ," ଜନ୍‌, ଜାନ୍‌      "
 corn         , Noun           ," ଡେଡ଼ା, ଆାୟା   "
 corner       , Noun           , ମୂଲା            
 cornerstone  , Noun           ," ପାଣ୍ଡ, ମୁଲା କାଲ୍‌ "
 corps        , Noun           ," ସୈନୁକ୍‌, ଏସ୍‌  "
 corpse       , Noun           , ପିନୁମ୍‌         
 correct      , Verb           ," ସାରି, ନିଜାମ୍‌, ଟୀକ୍‌ "
 correction   , Verb           , ଟୀକ୍‌ ତୁଙ୍ଗା      
 corruption   , Adjective      ," ଲାଞ୍ଚାମ୍‌, ତାପ୍‌ "
 cot          , Noun           , କାଟୁଲ୍‌        
 cotton       , Noun           ," ଦୁଦ୍‌, ତୂତୁଲ୍‌, ମାଡ଼ା "
 cotton tree  , Noun           ," ପାରୁପ୍‌ ପୁ, ମାଡ଼ା, ଦୂଦ୍‌ ମାରା "
 cough        , Verb           , ଡ଼ାଗାନାଦ୍‌      
 counselor    , Noun           ," ସାୟା ମାଟ୍ଟା, ଭଦାନୋଣ୍ଡ "
 count        , Verb           , ଲେକାଟ           
 couple       , Noun           , ଦୁଇ              
 courage      , Noun           , ଦାୟାଙ୍ଗ୍‌        
 course       , Noun           ," ଆର୍‌, ନାଡ଼ୂଦାନ୍‌ ଆର୍‌ "
 court        , Noun           , କୋର୍ଟ୍‌         
 courtesy     , Noun           ," ଲୋନ୍‌ ଓାଦାନର୍‌ କିଙ୍୍‌, ସାୟା ପ୍ରେମାତେ ଉଡ଼ାନାଦ୍‌ "
 courtyard    , Noun           ," ଆଙ୍ଗାଡ଼୍‌, ଏହେଶ୍ଟା "
 covenant     , Noun           ," ଇର୍‌ ସିର୍‌ ଲୋପେ, ମାନ୍ଦାନ୍‌ ମାଟ୍ଟା କାଗାଜ୍‌ "
 a , Adjective&Article , ଅରୋଟ୍‌ 
 accordingly , Adverb , ଆଦିଙ୍କ୍‌ ଲେକେ 
 cover , Verb ," ମୁଚଢାନାଦ୍‌, କାପଡ୍‌ "
" cover of vessel,cover-pot ", Noun , ସିପେମୁନ୍ତା 
 cow dung , Noun , ପେଣ୍ଠ 
 cow dunk cake , Noun , ଗୋମେରା 
 cow herd , Noun ," ଗଡ଼୍‌ କ୍‌ ବାକ୍‌ କା, ମେତାନୋଣ୍ଡ "
 cow lows , Noun , ଗୋଡ଼କି ଭା ଭା 
 cow milk , Noun , ଗଡ଼୍‌ ପାଲ୍‌ 
 cows , Noun ," ବାକ୍‌, ଗଡ୍‌ "
 coward , Noun , ସାଣ୍ତ 
 cowardice , Noun , ସେର୍ଦାନୋନ୍‌ 
 cowardly , Adjective , ବାୟାଲ୍‌ 
 cowherd , Noun , ଗଲାଲ୍‌ 
 cowshed , Noun , ଡ଼ଡ୍‌-କଟ୍ରାମ୍‌ 
 crab , Noun , ଏଟି 
" crack, fissure ", Verb , କାଲ୍‌ ତା 
 cracks , Noun , ଟାପାକାୟା 
 craftiness , Noun , ବଲିସାନାଦ୍‌ 
 crane , Noun , ଗାଣ୍ଡି କଙ୍ଗା 
 craving , Noun , ନାର୍ଗେ ଇଷ୍ଟାମ୍‌ 
" crawl, creep ", Intransitive verb ," ଆକୋମିନ୍ଦେ(ପେଭେ), ମିନ୍ଦେ, ଆନ୍‌ ଜ ମିନ୍ଦେ "
 create , Verb ," ତାୟାର୍‌ ତୁଙ୍ଗା, ମାଡ଼ା "
 creator , Noun ," ଦେହୁନ, ବାଗାୱାନ୍‌, ଦେ "
,,
 credit , Noun , ଗୁଢୃପ୍‌ ତା ଡ଼ାବ୍‌ କଞ୍ଚା 
 creditor , Noun , ବାକି ଭଦାନୋଣ୍ୁଡ 
 creep through , Verb , ଗେବା 
 creeper , Noun , ଏଟ୍‌ 
 cremation , Noun , ପଡ଼୍‌ ସୀଦାନାଦ୍‌ 
 crest , Noun , କୋର୍‌ ପୂୃର୍ଗାର୍‌ 
 cried , Verb , ଆଙ୍ଗ୍‌ ଲିଭୋନ୍‌ 
 cries out , Noun , କେୟ୍‌ କେୟ୍‌ 
 critical situation , Adjective , କାଷ୍ଟାମ୍‌ ତ୍‌ ତିପ୍‌ ପାଲ୍‌ 
 criticize , Verb , ପିସାନାଦ୍‌ 
 crocodile , Noun , AAR 
 crop , Noun , ପେସିଲି 
 Cross , Noun , ଆଡ଼ାମ୍‌ 
 cross beam , Noun , ବାଲା 
 cross road , Noun , ଆର୍‌ କା 
 crow , Noun , କାରାଗୁଟ୍‌ 
 crowbar , Noun , ଗୁନ୍‌ ପାଲ୍‌ ଗାଡ଼୍‌ 
 crowd , Noun , ମୁଲ୍‌ 
 crown , Noun , କିରିଡ଼ାମ୍‌-ମୁକୁଟ୍‌ 
 crows-fight , Noun , କୋର୍‌ ପାନ୍ତେ 
 crucify   , Verb   , କୁରୁଶ୍‌   
 cruel   , Adjective   , ଗାଟି କାଷ୍ଟୀମ୍‌   
 cruelty   , Noun   , ଞେର୍‌ ଅର୍ତୁଣ୍ଠ   
 crush   , Verb   , ରାକାନାଦ୍‌   
 crutches of pillar   , Noun   , ଗୁଞ୍ଜୋ ପାଙ୍ଗାଲ୍‌   
 crutches on the tree   , Noun   , କମ୍‌ ମା ପାଙ୍ଗାଲ୍‌   
 cry   , Verb   , କେୟାନାଦ୍‌   
 cry up   , Verb   , ମେଲ୍‌ ତା ମାଡ଼ାନାଦ୍‌ ତୁଙ୍ଗାନାଦ୍‌   
 cry down   , Verb   , ପେର୍ଲାନାଦ୍‌   
 cry for   , Verb   ," କାଷ୍ଟାମ୍‌ AGIAN, AIA   "
 cry out   , Verb   ," ବେଢ଼ିୟା EME ତେ କେୟାନାଦ୍‌,କେଭାନାଦ୍‌   "
 cubit   , Noun   , କୁଟ୍ଟା ମୂରେଡ଼୍‌   
 cuckoo bird   , Noun   , କୋଇଲି ପିଟେ   
 cucumber   , Noun   , ଦସା କାୟ୍‌   
 cucumber melon   , Noun   , ଓେକୂମ୍‌   
 cudgel   , Noun   , ଗାଲାସ   
 cultivable land   , Noun   , ଲାଙ୍କା   
 cumin   , Noun   , ଜୀରାକ୍‌   
 cunning   , Noun   ," କାନି କାଣ୍ଡ କିନୋଣ୍ଡ cunningness, Adverb. ନାଟ୍‌ କାମ୍‌,  ଟିକ୍ରାମ୍‌   "
" cup,glass   ", Noun   , ଗାଲାସ   
 cupboard   , Noun   , ପୀଡା   
 cure   , Noun   , ସାୟ୍‌ ଆଦାନାଦ୍‌  
 ୦୩111005   , Noun   , ଇଷ୍ଟାମ୍‌ ଆଦାନାଦ୍‌   
,,
 curry                 , Noun                      ," କୁସିର୍‌, କୁଚିର୍‌ "
 curry leaf tree        , Noun                      , କାରେମ୍‌ 
 curry prepared with meat , Noun                    , ଆଙ୍ଗିନ୍‌ କୂଚ଼ିର୍‌ 
 curry stone            , Noun                      , କାରାମ୍‌ ନୂରାନ୍‌ 
 curry stuff            , Noun                      , OQ Alain! 
 curry with cabbage     , Noun                      , ମୁଟା କୁଚିର୍‌ 
 curry-stuff burning on stomach , Verb               , କାରାମ୍‌ ମାଣ୍ଡୋମିନ୍ଦେ 
 curse                  , Noun                      , ସାପିସାନାଦ୍‌ 
 curse badly            , Verb                      ," AIFAIFIG, AIF ଜାଟି ମାୟ୍‌ ତାନାଦ୍‌ "
" curse, gossip          ", Noun                      , ପାଗା ମାଡିଭୋର୍‌ 
 cushion                , Noun                      , ମେତାଙ୍କ୍‌ Ga 
 custard apple          , Noun                      , ଚିଭା ପାଲେ 
